model;difficulty_score;difficulty_score_article;difficulty_score_article_capped_100
model_10000646;15,687275;2,377551;2,377551
model_10000647;6,289214;1,061224;1,061224
model_10000648;34,875232;10,122449;10,122449
model_10000649;45,096383;12,571429;12,571429
model_10000650;21,202475;4,540816;4,540816
model_10000651;45,096383;12,571429;12,571429
model_10000652;16,152387;4,591837;4,591837
model_10000653;24,333063;11,193878;11,193878
model_10000654;16,152387;4,591837;4,591837
model_10000655;27,873028;11,744898;11,744898
model_10000656;22,910456;6,275510;6,275510
model_10000657;19,259953;3,479592;3,479592
model_10000658;33,666378;17,510204;17,510204
model_10000659;27,873028;11,744898;11,744898
model_10000660;15,687275;2,377551;2,377551
model_10000661;16,152387;4,591837;4,591837
model_10000662;22,910456;6,275510;6,275510
model_10000663;18,578480;3,214286;3,214286
model_10000664;27,873028;11,744898;11,744898
model_10000665;20,688943;8,469388;8,469388
model_10000666;27,873028;11,744898;11,744898
model_10000667;35,642477;13,051020;13,051020
model_10000668;35,753367;24,948980;24,948980
model_10000669;28,361118;19,051020;19,051020
model_10000670;28,361118;19,051020;19,051020
model_10000671;21,202475;4,540816;4,540816
model_10000672;39,358800;23,326531;23,326531
model_10000673;42,871994;19,357143;19,357143
model_10000674;25,795090;10,081633;10,081633
model_10000675;15,207910;5,846939;5,846939
model_10000676;15,687275;2,377551;2,377551
model_10000677;32,108707;16,530612;16,530612
model_10000678;18,578480;3,214286;3,214286
model_10000679;27,873028;11,744898;11,744898
model_10000680;15,687275;2,377551;2,377551
model_10000681;27,873028;11,744898;11,744898
model_10000682;39,860591;22,204082;22,204082
model_10000683;45,096383;12,571429;12,571429
model_10000684;22,136163;11,428571;11,428571
model_10000685;31,669126;12,459184;12,459184
model_10000686;21,303853;10,591837;10,591837
model_10000687;20,885442;14,173469;14,173469
model_10000688;15,687275;2,377551;2,377551
model_10000689;28,333533;5,530612;5,530612
model_10000690;25,087291;7,112245;7,112245
model_10000691;15,687275;2,377551;2,377551
model_10000692;15,687275;2,377551;2,377551
model_10000693;39,856122;11,224490;11,224490
model_10000694;27,873028;11,744898;11,744898
model_10000695;28,361118;19,051020;19,051020
model_10000696;45,096383;12,571429;12,571429
model_10000697;27,873028;11,744898;11,744898
model_10000698;16,152387;4,591837;4,591837
model_10000699;21,946167;8,683673;8,683673
model_100007;38,140274;26,530612;26,530612
model_10000700;22,136163;11,428571;11,428571
model_10000701;45,096383;12,571429;12,571429
model_10000702;45,096383;12,571429;12,571429
model_10000703;27,873028;11,744898;11,744898
model_10000704;22,184379;5,642857;5,642857
model_10000705;38,189900;8,530612;8,530612
model_10000706;28,361118;19,051020;19,051020
model_10000707;45,096383;12,571429;12,571429
model_10000708;28,361118;19,051020;19,051020
model_10000709;21,097247;5,255102;5,255102
model_10000710;64,716319;72,551020;72,551020
model_10000711;45,096383;12,571429;12,571429
model_10000712;57,382013;40,928571;40,928571
model_10000713;33,831717;16,336735;16,336735
model_10000714;25,282795;19,112245;19,112245
model_10000715;22,136163;11,428571;11,428571
model_10000716;16,152387;4,591837;4,591837
model_10000717;40,679039;10,193878;10,193878
model_10000718;40,679039;10,193878;10,193878
model_10000719;34,966809;7,510204;7,510204
model_10000720;27,873028;11,744898;11,744898
model_10000721;25,087291;7,112245;7,112245
model_10000722;18,578480;3,214286;3,214286
model_10000723;28,361118;19,051020;19,051020
model_10000724;16,152387;4,591837;4,591837
model_10000725;28,561403;8,816327;8,816327
model_10000726;15,687275;2,377551;2,377551
model_10000727;27,873028;11,744898;11,744898
model_10000728;22,136163;11,428571;11,428571
model_10000729;30,288438;16,285714;16,285714
model_10000730;15,687275;2,377551;2,377551
model_10000731;27,873028;11,744898;11,744898
model_10000732;16,152387;4,591837;4,591837
model_10000733;22,136163;11,428571;11,428571
model_10000734;22,136163;11,428571;11,428571
model_10000735;27,873028;11,744898;11,744898
model_10000736;26,716179;21,193878;21,193878
model_10000737;32,108707;16,530612;16,530612
model_10000738;30,650890;8,816327;8,816327
model_10000739;27,873028;11,744898;11,744898
model_10000740;25,087291;7,112245;7,112245
model_10000741;31,669126;12,459184;12,459184
model_10000742;16,152387;4,591837;4,591837
model_10000743;16,152387;4,591837;4,591837
model_10000744;15,687275;2,377551;2,377551
model_10000745;45,096383;12,571429;12,571429
model_10000746;32,202297;25,724490;25,724490
model_10000747;28,007002;12,102041;12,102041
model_10000748;27,873028;11,744898;11,744898
model_10000749;40,679039;10,193878;10,193878
model_10000750;27,873028;11,744898;11,744898
model_10000751;45,096383;12,571429;12,571429
model_10000752;45,096383;12,571429;12,571429
model_10000753;40,679039;10,193878;10,193878
model_10000754;35,034243;45,642857;45,642857
model_10000755;19,079123;3,928571;3,928571
model_10000756;45,096383;12,571429;12,571429
model_10000757;39,358800;23,326531;23,326531
model_10000758;34,101213;7,591837;7,591837
model_10000759;22,910456;6,275510;6,275510
model_10000760;22,136163;11,428571;11,428571
model_10000761;32,127577;12,173469;12,173469
model_10000762;35,606813;10,887755;10,887755
model_10000763;28,361118;19,051020;19,051020
model_10000764;15,687275;2,377551;2,377551
model_10000765;25,282795;19,112245;19,112245
model_10000766;27,873028;11,744898;11,744898
model_10000767;15,687275;2,377551;2,377551
model_10000768;22,910456;6,275510;6,275510
model_10000769;27,873028;11,744898;11,744898
model_10000770;25,282795;19,112245;19,112245
model_10000771;49,056443;21,346939;21,346939
model_10000772;45,096383;12,571429;12,571429
model_10000773;33,229222;13,785714;13,785714
model_10000774;32,127577;12,173469;12,173469
model_10000775;48,706689;16,448980;16,448980
model_10000776;37,461534;12,826531;12,826531
model_10000777;22,136163;11,428571;11,428571
model_10000778;16,152387;4,591837;4,591837
model_10000779;45,096383;12,571429;12,571429
model_10000780;16,152387;4,591837;4,591837
model_10000781;45,075828;33,346939;33,346939
model_10000782;27,873028;11,744898;11,744898
model_10000783;34,875232;10,122449;10,122449
model_10000784;28,361118;19,051020;19,051020
model_10000785;28,007002;12,102041;12,102041
model_10000786;22,136163;11,428571;11,428571
model_10000787;32,598454;19,663265;19,663265
model_10000788;22,503652;8,755102;8,755102
model_10000789;22,136163;11,428571;11,428571
model_10000790;31,934748;12,887755;12,887755
model_10000791;16,152387;4,591837;4,591837
model_10000792;16,583230;4,785714;4,785714
model_10000793;16,152387;4,591837;4,591837
model_10000794;20,479752;6,591837;6,591837
model_10000795;22,966900;11,897959;11,897959
model_10000796;28,361118;19,051020;19,051020
model_10000797;32,108707;16,530612;16,530612
model_10000798;45,096383;12,571429;12,571429
model_10000799;40,679039;10,193878;10,193878
model_100008;10,394158;3,234694;3,234694
model_10000800;30,485077;23,734694;23,734694
model_10000801;15,132606;0,357143;0,357143
model_10000802;38,789978;50,755102;50,755102
model_10000803;20,898891;8,928571;8,928571
model_10000804;27,121949;5,714286;5,714286
model_10000805;27,873028;11,744898;11,744898
model_10000806;22,136163;11,428571;11,428571
model_10000807;45,096383;12,571429;12,571429
model_10000808;15,687275;2,377551;2,377551
model_10000809;16,152387;4,591837;4,591837
model_10000810;22,136163;11,428571;11,428571
model_10000811;32,127577;12,173469;12,173469
model_10000812;40,679039;10,193878;10,193878
model_10000813;15,687275;2,377551;2,377551
model_10000814;45,096383;12,571429;12,571429
model_10000815;15,687275;2,377551;2,377551
model_10000816;36,535338;16,183673;16,183673
model_10000817;19,797106;10,132653;10,132653
model_10000818;15,687275;2,377551;2,377551
model_10000819;15,687275;2,377551;2,377551
model_10000820;27,873028;11,744898;11,744898
model_10000821;40,070312;13,224490;13,224490
model_10000822;22,136163;11,428571;11,428571
model_10000823;41,413347;29,979592;29,979592
model_10000824;23,757390;21,979592;21,979592
model_10000825;16,152387;4,591837;4,591837
model_10000826;18,578480;3,214286;3,214286
model_10000827;28,361118;19,051020;19,051020
model_10000828;31,076585;14,897959;14,897959
model_10000829;22,529513;5,408163;5,408163
model_10000830;15,687275;2,377551;2,377551
model_10000831;22,136163;11,428571;11,428571
model_10000832;18,289167;2,857143;2,857143
model_10000833;22,910456;6,275510;6,275510
model_10000834;22,136163;11,428571;11,428571
model_10000835;15,687275;2,377551;2,377551
model_10000836;23,335429;12,132653;12,132653
model_10000837;25,087291;7,112245;7,112245
model_10000838;19,930942;11,122449;11,122449
model_10000839;39,856122;11,224490;11,224490
model_10000840;16,152387;4,591837;4,591837
model_10000841;33,922394;12,775510;12,775510
model_10000842;36,486224;21,632653;21,632653
model_10000843;34,409334;12,591837;12,591837
model_10000844;17,346199;2,765306;2,765306
model_10000845;16,152387;4,591837;4,591837
model_10000846;34,129137;24,132653;24,132653
model_10000847;15,687275;2,377551;2,377551
model_10000848;27,873028;11,744898;11,744898
model_10000849;22,136163;11,428571;11,428571
model_10000850;22,910456;6,275510;6,275510
model_10000851;39,358800;23,326531;23,326531
model_10000852;9,524607;6,969388;6,969388
model_10000853;18,578480;3,214286;3,214286
model_10000854;32,127577;12,173469;12,173469
model_10000855;40,679039;10,193878;10,193878
model_10000856;41,255986;11,020408;11,020408
model_10000857;40,804704;13,612245;13,612245
model_10000858;39,358800;23,326531;23,326531
model_10000859;43,913635;18,163265;18,163265
model_10000860;40,467396;9,959184;9,959184
model_10000861;43,913635;18,163265;18,163265
model_10000862;31,669126;12,459184;12,459184
model_10000863;43,913635;18,163265;18,163265
model_10000864;42,673713;11,020408;11,020408
model_10000865;22,582039;11,489796;11,489796
model_10000866;14,333458;4,775510;4,775510
model_10000867;32,127577;12,173469;12,173469
model_10000868;45,664282;18,520408;18,520408
model_10000869;45,096383;12,571429;12,571429
model_10000870;35,439641;10,877551;10,877551
model_10000871;32,170071;11,693878;11,693878
model_10000872;16,152387;4,591837;4,591837
model_10000873;15,687275;2,377551;2,377551
model_10000874;29,886638;23,020408;23,020408
model_10000875;32,404505;11,000000;11,000000
model_10000876;25,872571;7,336735;7,336735
model_10000877;32,127577;12,173469;12,173469
model_10000878;34,875232;10,122449;10,122449
model_10000879;40,857945;10,551020;10,551020
model_10000880;28,361118;19,051020;19,051020
model_10000881;49,056443;21,346939;21,346939
model_10000882;26,716179;21,193878;21,193878
model_10000883;32,598454;19,663265;19,663265
model_10000884;15,687275;2,377551;2,377551
model_10000885;40,679039;10,193878;10,193878
model_10000886;37,424591;13,806122;13,806122
model_10000887;28,361118;19,051020;19,051020
model_10000888;22,136163;11,428571;11,428571
model_10000889;21,202475;4,540816;4,540816
model_10000890;31,703411;12,653061;12,653061
model_10000891;31,076585;14,897959;14,897959
model_10000892;27,873028;11,744898;11,744898
model_10000893;15,687275;2,377551;2,377551
model_10000894;22,910456;6,275510;6,275510
model_10000895;16,152387;4,591837;4,591837
model_10000896;27,873028;11,744898;11,744898
model_10000897;26,723067;11,112245;11,112245
model_10000898;20,731054;13,724490;13,724490
model_10000899;37,953769;17,000000;17,000000
model_100009;32,413304;56,255102;56,255102
model_10000900;40,679039;10,193878;10,193878
model_10000901;26,476859;18,112245;18,112245
model_10000902;45,096383;12,571429;12,571429
model_10000903;15,687275;2,377551;2,377551
model_10000904;45,096383;12,571429;12,571429
model_10000905;18,578480;3,214286;3,214286
model_10000906;40,679039;10,193878;10,193878
model_10000907;40,679039;10,193878;10,193878
model_10000908;27,873028;11,744898;11,744898
model_10000909;22,910456;6,275510;6,275510
model_10000910;21,202475;4,540816;4,540816
model_10000911;26,716179;21,193878;21,193878
model_10000912;42,557709;21,438776;21,438776
model_10000913;31,669126;12,459184;12,459184
model_10000914;45,962104;20,316327;20,316327
model_10000915;21,202475;4,540816;4,540816
model_10000916;27,873028;11,744898;11,744898
model_10000917;19,259953;3,479592;3,479592
model_10000918;25,282795;19,112245;19,112245
model_10000919;45,096383;12,571429;12,571429
model_10000920;45,096383;12,571429;12,571429
model_10000921;50,327673;33,520408;33,520408
model_10000922;45,096383;12,571429;12,571429
model_10000923;27,873028;11,744898;11,744898
model_10000924;32,202297;25,724490;25,724490
model_10000925;19,898632;9,081633;9,081633
model_10000926;45,096383;12,571429;12,571429
model_10000927;15,687275;2,377551;2,377551
model_10000928;27,873028;11,744898;11,744898
model_10000929;34,409334;12,591837;12,591837
model_10000930;30,122882;11,122449;11,122449
model_10000931;16,152387;4,591837;4,591837
model_10000932;27,873028;11,744898;11,744898
model_10000933;25,795090;10,081633;10,081633
model_10000934;31,076585;14,897959;14,897959
model_10000935;22,910456;6,275510;6,275510
model_10000936;45,096383;12,571429;12,571429
model_10000937;45,096383;12,571429;12,571429
model_10000938;15,687275;2,377551;2,377551
model_10000939;27,873028;11,744898;11,744898
model_10000940;15,687275;2,377551;2,377551
model_10000941;31,076585;14,897959;14,897959
model_10000942;35,974124;13,520408;13,520408
model_10000943;17,398674;6,377551;6,377551
model_10000944;43,192315;11,989796;11,989796
model_10000945;43,192315;11,989796;11,989796
model_10000946;32,127577;12,173469;12,173469
model_10000947;37,999743;17,948980;17,948980
model_10000948;27,100773;4,295918;4,295918
model_10000949;33,917637;18,540816;18,540816
model_10000950;27,475498;7,530612;7,530612
model_10000951;27,873028;11,744898;11,744898
model_10000952;15,687275;2,377551;2,377551
model_10000953;21,202475;4,540816;4,540816
model_10000954;45,096383;12,571429;12,571429
model_10000955;22,136163;11,428571;11,428571
model_10000956;34,953251;9,948980;9,948980
model_10000957;26,716179;21,193878;21,193878
model_10000958;18,578480;3,214286;3,214286
model_10000959;27,737145;8,642857;8,642857
model_10000960;22,910456;6,275510;6,275510
model_10000961;49,056443;21,346939;21,346939
model_10000962;27,873028;11,744898;11,744898
model_10000963;16,152387;4,591837;4,591837
model_10000964;38,189900;8,530612;8,530612
model_10000965;27,879930;12,153061;12,153061
model_10000966;32,598454;19,663265;19,663265
model_10000967;26,716179;21,193878;21,193878
model_10000968;15,687275;2,377551;2,377551
model_10000969;49,297812;52,908163;52,908163
model_10000970;31,076585;14,897959;14,897959
model_10000971;36,588263;16,255102;16,255102
model_10000972;31,703411;12,653061;12,653061
model_10000973;22,136163;11,428571;11,428571
model_10000974;35,878901;24,204082;24,204082
model_10000975;40,679039;10,193878;10,193878
model_10000976;16,152387;4,591837;4,591837
model_10000977;22,136163;11,428571;11,428571
model_10000978;28,701726;6,469388;6,469388
model_10000979;39,856122;11,224490;11,224490
model_10000980;27,475498;7,530612;7,530612
model_10000981;16,798998;4,591837;4,591837
model_10000982;45,096383;12,571429;12,571429
model_10000983;28,361118;19,051020;19,051020
model_10000984;20,922163;26,224490;26,224490
model_10000985;15,687275;2,377551;2,377551
model_10000986;32,598454;19,663265;19,663265
model_10000987;28,361118;19,051020;19,051020
model_10000988;22,136163;11,428571;11,428571
model_10000989;24,607536;9,887755;9,887755
model_10000990;37,086659;12,112245;12,112245
model_10000991;22,136163;11,428571;11,428571
model_10000992;40,679039;10,193878;10,193878
model_10000993;45,096383;12,571429;12,571429
model_10000994;45,096383;12,571429;12,571429
model_10000995;45,096383;12,571429;12,571429
model_10000996;27,873028;11,744898;11,744898
model_10000997;21,345227;4,591837;4,591837
model_10000998;25,623370;8,081633;8,081633
